Date,y_true,y_pred
2022-01-03,-0.015495623461902142,-0.0008458783850073814
2022-01-04,0.008081061765551567,-0.00044792238622903824
2022-01-05,0.005826419685035944,-0.0008477279916405678
2022-01-06,-0.019871700555086136,-0.0009295884519815445
2022-01-07,0.0046295360662043095,-2.2565945982933044e-05
2022-01-10,0.0007787864888086915,-0.00019736401736736298
2022-01-11,0.01116956677287817,-0.0008008731529116631
2022-01-12,0.004717752803117037,-0.0003817211836576462
2022-01-13,-0.0032891160808503628,0.00010286830365657806
2022-01-14,-0.0025840250309556723,0.00010290741920471191
2022-01-17,0.0,-0.00025658681988716125
2022-01-18,-0.0023147889878600836,-0.0004050508141517639
2022-01-19,0.016852140426635742,-0.0008839080110192299
2022-01-20,-0.00032557823578827083,-0.001013188622891903
2022-01-21,-0.005824228283017874,-0.0010169446468353271
2022-01-24,0.005389914847910404,-0.0003641704097390175
2022-01-25,0.005954976659268141,-0.0006229449063539505
2022-01-26,-0.012382674030959606,-8.876249194145203e-05
2022-01-27,-0.020203808322548866,-0.00017962418496608734
2022-01-28,-0.004695120267570019,-0.000904805026948452
2022-01-31,0.005642617121338844,-0.0006060022860765457
2022-02-01,0.0029483227990567684,-0.00044770631939172745
2022-02-02,0.004931387025862932,-0.0008399272337555885
2022-02-03,-0.003432787489145994,-0.0005280841141939163
2022-02-04,0.0019946680404245853,0.0005296450108289719
2022-02-07,0.007719491608440876,-0.0001222509890794754
2022-02-08,0.003290198277682066,-0.000987098552286625
2022-02-09,0.004697138909250498,-0.0012866668403148651
2022-02-10,0.0005447513540275395,-0.0006604623049497604
2022-02-11,0.0025020940229296684,-0.000558026134967804
2022-02-14,0.014668053947389126,-0.0009738113731145859
2022-02-15,-0.0070914397947490215,-0.0015585552901029587
2022-02-16,0.008268451318144798,-0.0007985727861523628
2022-02-17,0.016176862642169,-0.000377776101231575
2022-02-18,-0.0011054540518671274,-0.001335764303803444
2022-02-21,0.0,-0.0007939878851175308
2022-02-22,0.003942497540265322,-0.00017510540783405304
2022-02-23,0.0016250236658379436,5.8300793170928955e-06
2022-02-24,0.008293621242046356,-0.0003784261643886566
2022-02-25,-0.02025464177131653,-0.001645464450120926
2022-02-28,0.0068147992715239525,0.0003941459581255913
2022-03-01,0.022386275231838226,-0.00012785661965608597
2022-03-02,-0.011130495928227901,-0.0014222487807273865
2022-03-03,0.007003374397754669,0.00083170086145401
2022-03-04,0.01574590802192688,-0.0019583236426115036
2022-03-07,0.014549409970641136,-0.0018208753317594528
2022-03-08,0.022906282916665077,-0.0020467862486839294
2022-03-09,-0.026926590129733086,-0.0008814968168735504
2022-03-10,0.006124492734670639,0.0004840809851884842
2022-03-11,-0.007737189065665007,-0.00018875114619731903
2022-03-14,-0.011719169095158577,-0.0006536953151226044
2022-03-15,-0.015997860580682755,-0.00023307930678129196
2022-03-16,-0.010686925612390041,0.0010105958208441734
2022-03-17,0.017714276909828186,0.001364637166261673
2022-03-18,-0.007182949222624302,-0.002079077996313572
2022-03-21,0.00020743851200677454,-0.0024128518998622894
2022-03-22,-0.004104660823941231,-0.0017980672419071198
2022-03-23,0.008244168013334274,-0.002114849165081978
2022-03-24,0.012826608493924141,-0.0023792795836925507
2022-03-25,-0.003984235227108002,-0.002928785979747772
2022-03-28,-0.007294465787708759,-0.0017226757481694221
2022-03-29,-0.014331938698887825,-0.0014256993308663368
2022-03-30,0.011182017624378204,0.00022663455456495285
2022-03-31,0.008087174966931343,-0.0010076183825731277
2022-04-01,-0.01556269358843565,-0.001961861737072468
2022-04-04,0.005249070469290018,-0.0005727894604206085
2022-04-05,-0.003270908026024699,-0.0009266864508390427
2022-04-06,-0.0023429577704519033,-0.0014989245682954788
2022-04-07,0.00799548625946045,-0.0006024353206157684
2022-04-08,0.004025358706712723,-0.00011602602899074554
2022-04-11,0.0013896774034947157,-0.000430036336183548
2022-04-12,0.014196911826729774,-0.0007116403430700302
2022-04-13,0.004502815194427967,-0.0010982034727931023
2022-04-14,-0.00511146429926157,-0.000827515497803688
2022-04-15,0.0,-0.0010791048407554626
2022-04-18,0.006070128176361322,-0.0015349509194493294
2022-04-19,-0.013812270946800709,-0.0020922524854540825
2022-04-20,-0.001739970874041319,-0.0015152255073189735
2022-04-21,-0.00379761541262269,-0.0004894612357020378
2022-04-22,-0.007172571029514074,-0.0008738283067941666
2022-04-25,-0.019769510254263878,-0.0017020553350448608
2022-04-26,0.004321976564824581,-0.001109335571527481
2022-04-27,-0.008185296319425106,-0.0011386564001441002
2022-04-28,0.0014835624024271965,-0.0014582276344299316
2022-04-29,0.010847972705960274,-0.0014421651139855385
